,FRC 0.5y,FRC 1y,FRC 1.5y,FRC 2y,FRC 3y,FRC 4y,FRC 5y,FRC 6y,FRC 7y,FRC 8y
2006-06-28 00:00:00,99.94434406526138,100.02052799628815,100.12158737368567,100.12258909012903,100.02080126103478,99.80362564192919,99.50385260804515,99.10941675962799,98.7565702767848,98.66337565524775
2006-06-29 00:00:00,99.93185559890857,99.98808936557188,100.0677907110568,100.07998466360523,100.04077440927739,99.84369265288606,99.51642971987219,99.16230274126518,98.73244229704416,98.45574980507973
2006-06-30 00:00:00,99.98974786127371,100.04078128552473,100.10337802354503,100.09953716847824,100.09365882303965,100.01086282719541,99.75280400349851,99.43425136437611,99.03005136677164,98.72332257490987
2006-07-03 00:00:00,99.97591322187496,100.03027863482274,100.09631883667129,100.10267947763714,100.08876667231478,99.95373342524057,99.71299943974715,99.43650926672777,99.00232829326244,98.72424868577401
2006-07-04 00:00:00,99.98499100968533,100.03572315460933,100.09816006257716,100.10298955890795,100.06931611670798,99.93311157198137,99.6998253663568,99.49293968819522,99.03523268584972,98.61849062663293
2006-07-05 00:00:00,99.96745083472103,100.00735017270725,100.05900755778637,100.05734621444688,99.98098701052002,99.79110708839885,99.57188670949847,99.36619247038075,99.09439291446012,98.75109559057135
2006-07-06 00:00:00,99.94622449222763,99.99968232111236,100.06477957208662,100.06830709337615,100.01180342725182,99.87629638230479,99.62730118762224,99.38538916481734,99.11477364128173,98.80392936862539
2006-07-07 00:00:00,99.94378294662685,100.01478721565462,100.09724543295319,100.10527968430728,100.08595297604319,99.96055047936294,99.74784386466527,99.60908794398034,99.44927561489311,99.20756944657394
2006-07-10 00:00:00,99.93330009719425,99.96380343312926,100.00639039738633,100.01684599918399,99.99965260325627,99.90126498160056,99.74579724221117,99.6238492429602,99.50952912751558,99.30320344989818
2006-07-11 00:00:00,99.94120597734954,99.99450062249508,100.05939167550791,100.06009811940785,100.02073427886485,99.9199662177377,99.79536660241749,99.73514915517676,99.72748468430206,99.57429140369003
2006-07-12 00:00:00,99.95149998609708,99.98895628492306,100.03785651772999,100.0142794580001,99.94243797510892,99.82809329108407,99.72814010983608,99.72982980378357,99.63731539824771,99.45643934256313
2006-07-13 00:00:00,99.9771943757296,100.01341002225564,100.06103257495846,100.0337791111643,99.9658242301592,99.85245231222706,99.7013088552405,99.60676296910188,99.46544037905026,99.27807625829297
2006-07-14 00:00:00,99.97869897848764,100.03456415674435,100.10209699119254,100.10936887081606,100.08397462340163,99.9508834048857,99.80267550334585,99.75316697604296,99.76783117400575,99.68847477793372
2006-07-17 00:00:00,99.98717599147928,100.05219465701676,100.12869177113481,100.13241449461721,100.07964161160304,100.00915304518222,99.95480451517679,99.96476265029294,99.8578432276241,99.71155615219645
2006-07-18 00:00:00,99.98807712625988,100.07943924940822,100.18317638014118,100.26765317216477,100.37479591122005,100.55286282672543,100.60314999412871,100.55386724304046,100.3891122989879,100.16002144641756
2006-07-19 00:00:00,100.01879807239105,100.17261062982944,100.33852045554644,100.46281984230022,100.64573040779418,100.76263615259322,100.79033877518738,100.8194959172145,100.65114088373575,100.46913805729751
2006-07-20 00:00:00,99.97066726948607,100.07331888016537,100.18840720857945,100.28731250961023,100.44983923307655,100.53883158696536,100.49675938453451,100.45736333021503,100.19962268954822,100.02032448682537
2006-07-21 00:00:00,99.97629121321786,100.08009767878816,100.19668701514165,100.31841967378872,100.5266045094705,100.61121821025324,100.58922122140766,100.55284646928298,100.36238663585718,100.15289488464869
2006-07-24 00:00:00,99.98285440370168,100.08743756340218,100.20522145007614,100.35394272666002,100.61581161157751,100.78192504963283,100.80279663859272,100.82770112777511,100.68999799537158,100.45793047554955
2006-07-25 00:00:00,99.98939077477776,100.0598504953219,100.14414315297276,100.30119048771233,100.5600823164489,100.79273293820346,100.87746909172466,100.95591639937258,100.93670356134353,100.87240907774157
2006-07-26 00:00:00,99.9746135581646,100.03528057453349,100.11042784890056,100.29934430687814,100.59403914497406,100.83682599767755,101.03897104119257,101.18983704136772,101.26920551771214,101.11973501388303
